Số chứng từ,Ngày tạo,Người tạo,Loại kế hoạch,Ghi chú 1,Mã vật tư,Tên vật tư,Đvt 1,Số lượng (1),HSQĐ,Đvt 2,Số lượng (2),Ghi chú 2,Mục đích sử dụng,Ngày sử dụng
EP2405-0097,5/28/2024,Nguyễn Dũng Trung,Theo bộ phận,"DÂY CỘT BAO
Hạt Taical kéo sợi
Hạt phụ gia MV8C (Châu Âu)
V....v.....",040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,100,1,KG,100,SO2405-0027,,6/7/2024
EP2406-0096,6/29/2024,Nguyễn Dũng Trung,Theo bộ phận,SO2406-0015 + PO TỔNG DW,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,50,1,KG,50,SO2406-0015,,7/5/2024
EP2306-0097,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0041 - INTER
SO2306-0037 - DONGWON PO3
SO2306-0038 - DONGWON PO3
SO2306-0015 - DONGWON PO2
SO2306-0017 - DONGWON PO2",040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,1,1,KG,1,SO2306-0015 - DONGWON PO2,,7/1/2023
EP2306-0097,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0041 - INTER
SO2306-0037 - DONGWON PO3
SO2306-0038 - DONGWON PO3
SO2306-0015 - DONGWON PO2
SO2306-0017 - DONGWON PO2",040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,7,1,KG,7,SO2306-0037 - DONGWON PO3,,7/1/2023
EP2304-0003,4/3/2023,,Theo bộ phận,Mua chỉ may cotton C6 cho đơn hàng KCP,040010004000000,"Chỉ may cotton C6, màu trắng. [1600D, 6.0kgF, 16%]",KG,300,1,KG,300,,,4/6/2023
EP2306-0049,6/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0001
SO2306-0003
SO2306-0010
SO2306-0011
SO2305-0011
SO2305-0026
SO2306-0026
SO2306-0016
SO2306-0016
SO2306-0016",040010004000000,"Chỉ may cotton C6, màu trắng. [1600D, 6.0kgF, 16%]",KG,133,1,KG,133,SO2306-0001,,6/23/2023
EP2404-0024,4/9/2024,Nguyễn Dũng Trung,Theo bộ phận,"Chỉ may cotton C6, màu trắng. [1600D, 6.0kgF, 16%]",040010004000000,"Chỉ may cotton C6, màu trắng. [1600D, 6.0kgF, 16%]",KG,500,1,KG,500,SO2403-0061 - KCP + TỒN KHO,,4/11/2024
EP2312-0058,12/18/2023,Nguyễn Dũng Trung,Theo bộ phận,"Halston + tồn kho
Halston + tồn kho
INTER + PRESTASI + SABAH + SARAWAK
KCP - 800K BAO",040010004000000,"Chỉ may cotton C6, màu trắng. [1600D, 6.0kgF, 16%]",KG,700,1,KG,700,KCP - 800K BAO,,12/21/2023
EP2304-0054,4/14/2023,,Theo bộ phận,Mua chỉ  C6 cho đơn hàng KCP SO2304-0006,040010004000000,"Chỉ may cotton C6, màu trắng. [1600D, 6.0kgF, 16%]",KG,600,1,KG,600,,,4/25/2023
EP2304-0084,4/21/2023,,Theo bộ phận,Mua chỉ C6 màu đỏ  cho đơn hàng vinafood,040010005000000,"Chỉ may cotton C6, màu đỏ. [1600D, 6.0kgF, 16%]",KG,200,1,KG,200,,,5/3/2023
EP2306-0049,6/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0001
SO2306-0003
SO2306-0010
SO2306-0011
SO2305-0011
SO2305-0026
SO2306-0026
SO2306-0016
SO2306-0016
SO2306-0016",040010005000000,"Chỉ may cotton C6, màu đỏ. [1600D, 6.0kgF, 16%]",KG,44,1,KG,44,SO2306-0011,,6/21/2023
EP2306-0019,6/5/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2305-0045 - China Plastic+ Tồn kho,040010006000000,"Chỉ may cotton C9, màu trắng. [2400D, 9.0kgF, 16%]",KG,350,1,KG,350,SO2305-0045 - China Plastic,,6/6/2023
EP2306-0019,6/5/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2305-0045 - China Plastic+ Tồn kho,040010006000000,"Chỉ may cotton C9, màu trắng. [2400D, 9.0kgF, 16%]",KG,300,1,KG,300,Stock kho,,6/12/2023
EP2305-0100,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0061 (SO2305-0024) - SGI - Jumbo	
MP2305-0051 (SO2305-0034) - Sài Gòn Xanh
MP2305-0039 - SGI - Jumbo
MP2305-0061 - SGI",040010007000000,"Chỉ may multi Polyester, 2000D (se đôi), màu trắng. [Dùng cho may bao Jumbo]; Lực ≥15KgF, độ giãn ≥ 15.5% ± 1",KG,150,1,KG,150,MP2305-0039,,6/2/2023
EP2305-0100,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0061 (SO2305-0024) - SGI - Jumbo	
MP2305-0051 (SO2305-0034) - Sài Gòn Xanh
MP2305-0039 - SGI - Jumbo
MP2305-0061 - SGI",040010007000000,"Chỉ may multi Polyester, 2000D (se đôi), màu trắng. [Dùng cho may bao Jumbo]; Lực ≥15KgF, độ giãn ≥ 15.5% ± 1",KG,150,1,KG,150,MP2305-0061,,6/2/2023
EP2306-0097,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0041 - INTER
SO2306-0037 - DONGWON PO3
SO2306-0038 - DONGWON PO3
SO2306-0015 - DONGWON PO2
SO2306-0017 - DONGWON PO2",040010007000000,"Chỉ may multi Polyester, 2000D (se đôi), màu trắng. [Dùng cho may bao Jumbo]; Lực ≥15KgF, độ giãn ≥ 15.5% ± 1",KG,660.66,1,KG,660.66,SO2306-0044 - SGI JUMBO K190,,7/1/2023
EP2402-0038,2/26/2024,Nguyễn Dũng Trung,Theo bộ phận,"Dây đai ép kiện màu xanh dương BẢN 15 mm độ dày 1 mm
Ống nhựa PVC D12mm, dày 2mm, màu trắng trong; TL: 100g/m [Ống nhựa cứng]",040010007000000,"Chỉ may multi Polyester, 2000D (se đôi), màu trắng. [Dùng cho may bao Jumbo]; Lực ≥15KgF, độ giãn ≥ 15.5% ± 1",KG,250,1,KG,250,"SO2311-0020 - PERU
SO2311-0029 - THIÊN ÂN
SO2401-0032 - MINH ANH
SO2401-0035 - THIÊN ÂN
SO2402-0022 - FUKUNAGA
SO2402-0035 - BẢO NAM",,3/2/2024
EP2402-0053,2/29/2024,Nguyễn Dũng Trung,Theo bộ phận,VẬT TƯ,040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,500,1,KG,500,"SO2402-0036 - DONGWON
SO2312-0053 - DONGWON
SO2401-0042 - TƯ TRÚC
SO2402-0040 - HARVEST",,3/5/2024
EP2311-0005,11/2/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2310-0034 - MEKONG
SO2310-0054 - HARVEST
SO2310-0033 - SANMIGUEL",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,150,1,KG,150,SO2310-0054 - HARVEST,,11/10/2023
EP2312-0046,12/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"PERU 6 CONT ( 3 CUỘN, 3 BAO)
HANWA",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,370,1,KG,370,PERU,,1/25/2024
EP2306-0097,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0041 - INTER
SO2306-0037 - DONGWON PO3
SO2306-0038 - DONGWON PO3
SO2306-0015 - DONGWON PO2
SO2306-0017 - DONGWON PO2",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,67,1,KG,67,SO2306-0037 - DONGWON PO3,,7/1/2023
EP2306-0097,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0041 - INTER
SO2306-0037 - DONGWON PO3
SO2306-0038 - DONGWON PO3
SO2306-0015 - DONGWON PO2
SO2306-0017 - DONGWON PO2",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,60,1,KG,60,SO2306-0038 - DONGWON PO3,,7/1/2023
EP2306-0097,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0041 - INTER
SO2306-0037 - DONGWON PO3
SO2306-0038 - DONGWON PO3
SO2306-0015 - DONGWON PO2
SO2306-0017 - DONGWON PO2",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,7,1,KG,7,SO2306-0015 - DONGWON PO2,,7/1/2023
EP2306-0097,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0041 - INTER
SO2306-0037 - DONGWON PO3
SO2306-0038 - DONGWON PO3
SO2306-0015 - DONGWON PO2
SO2306-0017 - DONGWON PO2",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,132,1,KG,132,SO2306-0017 - DONGWON PO2,,7/1/2023
EP2305-0100,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0061 (SO2305-0024) - SGI - Jumbo	
MP2305-0051 (SO2305-0034) - Sài Gòn Xanh
MP2305-0039 - SGI - Jumbo
MP2305-0061 - SGI",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,120,1,KG,120,SO2305-0027,,6/9/2023
EP2305-0061,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
SO2304-0030	HARVEST
SO2305-0011	DONGWON
SO2305-0011	DONGWON
SO2305-0011",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,40,1,KG,40,SO2303-0008,,6/1/2023
EP2305-0061,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
SO2304-0030	HARVEST
SO2305-0011	DONGWON
SO2305-0011	DONGWON
SO2305-0011",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,30,1,KG,30,SO2303-0009,,6/1/2023
EP2305-0061,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
SO2304-0030	HARVEST
SO2305-0011	DONGWON
SO2305-0011	DONGWON
SO2305-0011",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,30,1,KG,30,SO2303-0010,,6/1/2023
EP2305-0061,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
SO2304-0030	HARVEST
SO2305-0011	DONGWON
SO2305-0011	DONGWON
SO2305-0011",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,200,1,KG,200,SO2304-0030,,6/1/2023
EP2305-0061,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
SO2304-0030	HARVEST
SO2305-0011	DONGWON
SO2305-0011	DONGWON
SO2305-0011",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,300,1,KG,300,SO2305-0011,,6/9/2023
EP2305-0061,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
SO2304-0030	HARVEST
SO2305-0011	DONGWON
SO2305-0011	DONGWON
SO2305-0011",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,300,1,KG,300,SO2305-0011,,6/23/2023
EP2305-0061,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
SO2304-0030	HARVEST
SO2305-0011	DONGWON
SO2305-0011	DONGWON
SO2305-0011",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,300,1,KG,300,SO2305-0011,,7/7/2023
EP2305-0061,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
SO2304-0030	HARVEST
SO2305-0011	DONGWON
SO2305-0011	DONGWON
SO2305-0011",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,300,1,KG,300,SO2305-0011,,7/21/2023
EP2308-0104,8/31/2023,Nguyễn Dũng Trung,Theo bộ phận,HARVEST - UNIPACK,040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,90,1,KG,90,SO2308-0041 - HARVEST,,9/8/2023
EP2307-0094,7/31/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON [SO TỔNG],040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,380,1,KG,380,SO2307-0075 - DONGWON [SO TỔNG],,8/7/2023
EP2310-0038,10/10/2023,Nguyễn Dũng Trung,Theo bộ phận,CHỈ MAY 1200D,040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,500,1,KG,500,TỒN KHO,,10/16/2023
EP2407-0032,7/9/2024,Nguyễn Dũng Trung,Theo bộ phận,"DÂY CỘT BAO
[SMY] Ống giấy dài 127cm (+1)
HAT-TACKS-JB
Chỉ may PP 600D
Chỉ may PP 1200D
Pallet gỗ xuất khẩu
Hạt màu xanh",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,700,1,KG,700,TỒN KHO,,7/16/2024
EP2405-0097,5/28/2024,Nguyễn Dũng Trung,Theo bộ phận,"DÂY CỘT BAO
Hạt Taical kéo sợi
Hạt phụ gia MV8C (Châu Âu)
V....v.....",040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,1200,1,KG,1200,SO2405-0027,,6/7/2024
EP2406-0041,6/13/2024,Nguyễn Dũng Trung,Theo bộ phận,"Chỉ may PP 1200D, xanh dương",040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,700,1,KG,700,"SO2405-0062
SO2405-0063
SO2405-0064",,6/17/2024
EP2309-0092,9/22/2023,Nguyễn Dũng Trung,Theo bộ phận,"3 CONT TÚI PERU
SO2309-0051
SO2309-0052
SO2309-0053",040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,700,1,KG,700,3 CONT TÚI PERU,,9/29/2023
EP2305-0060,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
Chỉ may 1200D - Xanh dương",040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,200,1,KG,200,SO2303-0008,,6/1/2023
EP2305-0060,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
Chỉ may 1200D - Xanh dương",040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,200,1,KG,200,SO2303-0009,,6/15/2023
EP2305-0060,5/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0008	PERU
SO2303-0009	PERU
SO2303-0010	PERU
Chỉ may 1200D - Xanh dương",040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,100,1,KG,100,SO2303-0010,,6/29/2023
EP2307-0081,7/26/2023,Nguyễn Dũng Trung,Theo bộ phận,"HALSTON
PERU",040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,195,1,KG,195,SO2307-0045 - PERU TÚI,,8/4/2023
EP2307-0081,7/26/2023,Nguyễn Dũng Trung,Theo bộ phận,"HALSTON
PERU",040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,195,1,KG,195,SO2307-0046 - PERU TÚI,,8/4/2023
EP2307-0081,7/26/2023,Nguyễn Dũng Trung,Theo bộ phận,"HALSTON
PERU",040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,195,1,KG,195,SO2307-0047 - PERU TÚI,,8/4/2023
EP2312-0046,12/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"PERU 6 CONT ( 3 CUỘN, 3 BAO)
HANWA",040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,280,1,KG,280,PERU,,1/25/2024
EP2312-0015,12/5/2023,Nguyễn Dũng Trung,Theo bộ phận,HẠT MÀU + PHỤ DA,040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,800,1,KG,800,"SO2311-0039-PERU
SO2312-0001-PERU
SO2312-0002-PERU",,12/15/2023
EP2401-0005,1/3/2024,Nguyễn Dũng Trung,Theo bộ phận,"SO2401-0001 - China Plastic
SO2401-0002 - China Plastic
SO2401-0007 - 66 Lumut
SO2401-0008 - 66 Pasir
SO2401-0009 - 48 Lumut",040010012000000,"Chỉ may PP 600D, màu trắng không tẩy. Cơ lý > or = 2.4Kgf. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm). Kháng UV 1-2%",KG,500,1,KG,500,"SO2401-0001 - China Plastic
SO2401-0002 - China Plastic",,1/9/2024
EP2407-0032,7/9/2024,Nguyễn Dũng Trung,Theo bộ phận,"DÂY CỘT BAO
[SMY] Ống giấy dài 127cm (+1)
HAT-TACKS-JB
Chỉ may PP 600D
Chỉ may PP 1200D
Pallet gỗ xuất khẩu
Hạt màu xanh",040010012000000,"Chỉ may PP 600D, màu trắng không tẩy. Cơ lý > or = 2.4Kgf. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm). Kháng UV 1-2%",KG,300,1,KG,300,"SO2406-0062
SO2407-0021",,7/16/2024
EP2309-0074,9/19/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2309-0042 - LOTTE,040010014000000,Chỉ may PP multiflament 900D,KG,13.4,1,KG,13.4,SO2309-0042 - LOTTE,,9/21/2023
EP2310-0026,10/5/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2310-0011 - CHINA PLASTIC,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,300,1,KG,300,SO2310-0011 - CHINA PLASTIC,,10/20/2023
EP2308-0049,8/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"SANMIGUEL
HARVEST
GFI
INTER VN",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,230,1,KG,230,"SO2308-0024 - HARVEST
SO2308-0026 - GFI
SO2308-0027 - INTER VN",,8/18/2023
EP2307-0062,7/20/2023,Nguyễn Dũng Trung,Theo bộ phận,"Chỉ may PP 900D - Dây đai ép kiện
SO2307-0038 - Inter
SO2307-0040 - 48 Lumut
SO2307-0041 - Inter",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,10,1,KG,10,SO2307-0038 - Inter,,7/28/2023
EP2307-0062,7/20/2023,Nguyễn Dũng Trung,Theo bộ phận,"Chỉ may PP 900D - Dây đai ép kiện
SO2307-0038 - Inter
SO2307-0040 - 48 Lumut
SO2307-0041 - Inter",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,90,1,KG,90,SO2307-0040 - 48 Lumut,,7/28/2023
EP2307-0062,7/20/2023,Nguyễn Dũng Trung,Theo bộ phận,"Chỉ may PP 900D - Dây đai ép kiện
SO2307-0038 - Inter
SO2307-0040 - 48 Lumut
SO2307-0041 - Inter",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,20,1,KG,20,SO2307-0041 - Inter,,7/28/2023
EP2306-0097,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0041 - INTER
SO2306-0037 - DONGWON PO3
SO2306-0038 - DONGWON PO3
SO2306-0015 - DONGWON PO2
SO2306-0017 - DONGWON PO2",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,45,1,KG,45,SO2306-0041 - INTER,,7/1/2023
EP2306-0063,6/19/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0035 - 48 LUMUT
SO2306-0035 - 48 LUMUT
SO2306-0036 - INTER",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,90,1,KG,90,SO2306-0035 - 48 LUMUT,,6/23/2023
EP2306-0063,6/19/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0035 - 48 LUMUT
SO2306-0035 - 48 LUMUT
SO2306-0036 - INTER",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,15,1,KG,15,SO2306-0036 - INTER,,6/23/2023
EP2305-0007,5/3/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch nguyên vật liệu tháng 05,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,3000,1,KG,3000,,,
EP2306-0049,6/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0001
SO2306-0003
SO2306-0010
SO2306-0011
SO2305-0011
SO2305-0026
SO2306-0026
SO2306-0016
SO2306-0016
SO2306-0016",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,15,1,KG,15,SO2306-0026,,6/20/2023
EP2306-0049,6/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0001
SO2306-0003
SO2306-0010
SO2306-0011
SO2305-0011
SO2305-0026
SO2306-0026
SO2306-0016
SO2306-0016
SO2306-0016",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,175,1,KG,175,SO2306-0003,,6/20/2023
EP2306-0049,6/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0001
SO2306-0003
SO2306-0010
SO2306-0011
SO2305-0011
SO2305-0026
SO2306-0026
SO2306-0016
SO2306-0016
SO2306-0016",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,26,1,KG,26,SO2306-0010,,6/20/2023
EP2306-0059,6/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0028 - SARAWAK
SO2306-0029 - SARAWAK
SO2306-0031 - SARAWAK
SO2306-0032 - SARAWAK",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,15,1,KG,15,SO2306-0028 - SARAWAK,,6/30/2023
EP2306-0059,6/16/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0028 - SARAWAK
SO2306-0029 - SARAWAK
SO2306-0031 - SARAWAK
SO2306-0032 - SARAWAK",040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,65,1,KG,65,SO2306-0029 - SARAWAK,,6/30/2023
