Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công việc,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,236.7,KG,2528,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,233.7,KG,2480,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,235.2,KG,2493,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,230.7,KG,2515,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,239.2,KG,2513,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,238.2,KG,2545,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,239.2,KG,2508,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,240.2,KG,2500,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,235.2,KG,2506,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,232.2,KG,2483,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,236.2,KG,2543,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,235.2,KG,2502,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,234.2,KG,2512,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,235.2,KG,2518,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,HAPTAU057092TRDU,"Vải cuộn PP, tráng trong, khổ 57.0 cm, mật độ 8.5 x 8, TL 92.15 gr/m, màu trắng đục.",KCU001,M,233.2,KG,2486,0,0,15514,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,PHE-HAP,Phế hấp.,KPH001,KG,14,KG,14,0,0,1527,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-010,Nhập tp hấp ngày 2/1/2025,PHE-HAP,Phế hấp.,KPH001,KG,12,KG,12,0,0,1527,15414,CTY00001,,,,LSX11/24-063,Công đoạn tráng hấp,VAICUON,,THADGTAU057080080095TRDU,,2155
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.5,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.6,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.8,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.7,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.7,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.6,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.6,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,65.9,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.5,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.5,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.4,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KBT001,M,66.5,KG,3100,0,0,15513,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0018-2,"Cuộn HDPE, K44.8cm, 17.0g/m, 22.0mic, trắng đục.",KBT001,M,53.3,KG,3100,0,0,15513,15413,CTY00001,,,,LSX12/24-087,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,TPH043065G052CAMSGX.A01,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0018-2,"Cuộn HDPE, K44.8cm, 17.0g/m, 22.0mic, trắng đục.",KBT001,M,52.7,KG,3100,0,0,15513,15413,CTY00001,,,,LSX12/24-087,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,TPH043065G052CAMSGX.A01,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0018-2,"Cuộn HDPE, K44.8cm, 17.0g/m, 22.0mic, trắng đục.",KBT001,M,52.8,KG,3100,0,0,15513,15413,CTY00001,,,,LSX12/24-087,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,TPH043065G052CAMSGX.A01,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE0018-2,"Cuộn HDPE, K44.8cm, 17.0g/m, 22.0mic, trắng đục.",KBT001,M,52.2,KG,3100,0,0,15513,15413,CTY00001,,,,LSX12/24-087,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,TPH043065G052CAMSGX.A01,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE058297TD,"Cuộn HDPE, K58.0cm, 29.7g/m, 31.0mic, trắng đục.",KBT001,M,84.9,KG,3100,0,0,15513,15413,CTY00001,,,,LSX12/24-064,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,HAPHAL057115TRDU,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE058297TD,"Cuộn HDPE, K58.0cm, 29.7g/m, 31.0mic, trắng đục.",KBT001,M,87.8,KG,3100,0,0,15513,15413,CTY00001,,,,LSX12/24-064,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,HAPHAL057115TRDU,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,HDPE058297TD,"Cuộn HDPE, K58.0cm, 29.7g/m, 31.0mic, trắng đục.",KBT001,M,88.5,KG,3100,0,0,15513,15413,CTY00001,,,,LSX12/24-064,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,HAPHAL057115TRDU,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,PHE-HDPE,Phế HDPE.,KPH001,KG,2,KG,2,0,0,1527,15413,CTY00001,,,,LSX01/25-007,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,0102109030000000,,2158
TP,1/2/2025,TP01/25-011,Nhập tp thổi ngày 2/1/2025,PHE-HDPE,Phế HDPE.,KPH001,KG,28,KG,28,0,0,1527,15413,CTY00001,,,,LSX12/24-087,Công đoạn thổi túi (HDPE - LDPE-LLDPE),PE,,TPH043065G052CAMSGX.A01,,2158
TP,1/2/2025,TP01/25-028,Nhập cđ cột bao ngày 2/1/2025,TPH050074TTINT,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, (Mã: 5000593). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",KTP001,Cái,358,KG,5000,0,0,15515,15415,CTY00001,,,,LSX01/25-008,Công đoạn cột bao,BAOBT,,TPH050074TTINT,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001021000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIBL",KTP001,CAI,720,KG,9000,0,0,15515,15415,CTY00001,,,,LSX01/25-005,Công đoạn ép kiện,BAOBT,,0119119001021000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001022000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIGR",KTP001,CAI,640,KG,8000,0,0,15515,15415,CTY00001,,,,LSX12/24-071,Công đoạn ép kiện,BAOBT,,0119119001022000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001024000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (FOR EXPORT ONLY). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBLBIEX",KTP001,CAI,80,KG,1000,0,0,15515,15415,CTY00001,,,,LSX12/24-071,Công đoạn ép kiện,BAOBT,,0119119001024000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001025000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSDIMOUBF",KTP001,CAI,720,KG,9000,0,0,15515,15415,CTY00001,,,,LSX01/25-005,Công đoạn ép kiện,BAOBT,,0119119001025000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001026000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSGOST",KTP001,CAI,80,KG,1000,0,0,15515,15415,CTY00001,,,,LSX12/24-071,Công đoạn ép kiện,BAOBT,,0119119001026000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001028000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSNBSP",KTP001,CAI,560,KG,7000,0,0,15515,15415,CTY00001,,,,LSX12/24-071,Công đoạn ép kiện,BAOBT,,0119119001028000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001029000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSRERO",KTP001,CAI,240,KG,3000,0,0,15515,15415,CTY00001,,,,LSX12/24-071,Công đoạn ép kiện,BAOBT,,0119119001029000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001030000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: REWORK (2 mặt). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSREWORK",KTP001,CAI,160,KG,2000,0,0,15515,15415,CTY00001,,,,LSX12/24-071,Công đoạn ép kiện,BAOBT,,0119119001030000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001031000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSROCA",KTP001,CAI,720,KG,9000,0,0,15515,15415,CTY00001,,,,LSX01/25-005,Công đoạn ép kiện,BAOBT,,0119119001031000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001034000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PS-GBX WHEAT FLOUR (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSGBXWF",KTP001,CAI,720,KG,9000,0,0,15515,15415,CTY00001,,,,LSX01/25-005,Công đoạn ép kiện,BAOBT,,0119119001034000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119001036000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRDS (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc] (PS)",KTP001,Cái,320,KG,4000,0,0,15515,15415,CTY00001,,,,LSX12/24-071,Công đoạn ép kiện,BAOBT,,0119119001036000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,0119119002039000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: SPIII. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.PSSPIII",KTP001,CAI,720,KG,9000,0,0,15515,15415,CTY00001,,,,LSX01/25-005,Công đoạn ép kiện,BAOBT,,0119119002039000,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH045055G30.28S5MPR19,"Bao TP-PP sọc 5 màu, 19 Green-Yellow, K45x55LLx30.28g, MĐ 8.5x8, bẻ đáy 1 lần may 1 đường PP dương 1200D, cắt răng cưa, không in. [1000 cái/kiện]",KTP001,CAI,605.6,KG,20000,0,0,15515,15415,CTY00001,,,,LSX12/24-031,Công đoạn ép kiện,BAOBT,,TPH045055G30.28S5MPR19,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH051076G87.83TDUPR38,"Bao TP-PP, trắng đục, PR38 Metalero, K51x76LL, TL: 87.83g/cái, MĐ: 11x12, đáy 1 lần/1 đường PP1200D đỏ, cắt răng cưa, không in. [Ép kiện: 1000cái/kiện, bắn đai 4 ngang x 1 dọc]/TPH051076G87.83TDUPR38",KTP001,CAI,1141.79,KG,13000,0,0,15515,15415,CTY00001,,,,LSX12/24-031,Công đoạn ép kiện,BAOBT,,TPH051076G87.83TDUPR38,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH055065G43.38S4MPR07,"Bao TP-PP, sọc 4 màu, PR07 Blue, K55x65LL, TL: 43.38g/cái (58gsm), MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KTP001,CAI,130.14,KG,3000,0,0,15515,15415,CTY00001,,,,LSX11/24-015,Công đoạn ép kiện,BAOBT,,TPH055065G43.38S4MPR07,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH055065G43.38S4MPR07,"Bao TP-PP, sọc 4 màu, PR07 Blue, K55x65LL, TL: 43.38g/cái (58gsm), MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KTP001,CAI,737.46,KG,17000,0,0,15515,15415,CTY00001,,,,LSX12/24-031,Công đoạn ép kiện,BAOBT,,TPH055065G43.38S4MPR07,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH055065G43.38S4MPR08,"Bao TP-PP, sọc 4 màu, PR08 Red, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KTP001,CAI,867.6,KG,20000,0,0,15515,15415,CTY00001,,,,LSX12/24-031,Công đoạn ép kiện,BAOBT,,TPH055065G43.38S4MPR08,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH055065G43.38S4MPR09,"Bao TP-PP, sọc 4 màu, PR09 Yellow, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KTP001,CAI,910.98,KG,21000,0,0,15515,15415,CTY00001,,,,LSX11/24-066,Công đoạn ép kiện,BAOBT,,TPH055065G43.38S4MPR09,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH055065G43.38S4MPR09,"Bao TP-PP, sọc 4 màu, PR09 Yellow, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KTP001,CAI,824.22,KG,19000,0,0,15515,15415,CTY00001,,,,LSX12/24-031,Công đoạn ép kiện,BAOBT,,TPH055065G43.38S4MPR09,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH055065G43.38S5MPR11,"Bao TP-PP, sọc 5 màu, PR11 Blue-White, K55x65LL, TL: 43.38g/cái, MĐ 8.5x8, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KTP001,CAI,477.18,KG,11000,0,0,15515,15415,CTY00001,,,,LSX11/24-066,Công đoạn ép kiện,BAOBT,,TPH055065G43.38S5MPR11,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH055065G43.38S5MPR11,"Bao TP-PP, sọc 5 màu, PR11 Blue-White, K55x65LL, TL: 43.38g/cái, MĐ 8.5x8, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KTP001,CAI,390.42,KG,9000,0,0,15515,15415,CTY00001,,,,LSX12/24-031,Công đoạn ép kiện,BAOBT,,TPH055065G43.38S5MPR11,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH055065G43.38S5MPR12,"Bao TP-PP, sọc 5 màu, PR12 Red-White, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KTP001,CAI,390.42,KG,9000,0,0,15515,15415,CTY00001,,,,LSX12/24-031,Công đoạn ép kiện,BAOBT,,TPH055065G43.38S5MPR12,,2156
TP,1/2/2025,TP01/25-029,Nhập tp ép kiện ngày 2/1/2025,TPH055065G43.38S5MPR12,"Bao TP-PP, sọc 5 màu, PR12 Red-White, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KTP001,CAI,477.18,KG,11000,0,0,15515,15415,CTY00001,,,,LSX11/24-066,Công đoạn ép kiện,BAOBT,,TPH055065G43.38S5MPR12,,2156
